meter_id,hour_start,avg_kwh,min_kwh,max_kwh,sum_kwh
M025,2026-04-06 05:30:00,0.693,0.693,0.693,0.693
M025,2026-04-27 05:30:00,0.528,0.528,0.528,0.528
M025,2026-04-13 06:30:00,0.769,0.769,0.769,0.769
M025,2026-04-06 08:30:00,0.392,0.392,0.392,0.392
M025,2026-04-27 11:30:00,0.562,0.562,0.562,0.562
M025,2026-04-20 12:30:00,0.496,0.496,0.496,0.496
M025,2026-04-27 12:30:00,0.549,0.549,0.549,0.549
M025,2026-04-20 16:30:00,0.783,0.783,0.783,0.783
M025,2026-04-20 17:30:00,1.037,1.037,1.037,1.037
M025,2026-04-06 20:30:00,1.156,1.156,1.156,1.156
M025,2026-04-06 21:30:00,0.806,0.806,0.806,0.806
M025,2026-04-13 22:30:00,0.464,0.464,0.464,0.464
M025,2026-04-13 23:30:00,0.264,0.264,0.264,0.264
M025,2026-04-27 23:30:00,0.274,0.274,0.274,0.274
M025,2026-04-28 02:30:00,0.185,0.185,0.185,0.185
M025,2026-04-14 04:30:00,0.389,0.389,0.389,0.389
M025,2026-04-21 04:30:00,0.336,0.336,0.336,0.336
M025,2026-04-21 08:30:00,0.529,0.529,0.529,0.529
M025,2026-04-07 09:30:00,0.398,0.398,0.398,0.398
M025,2026-04-07 13:30:00,0.552,0.552,0.552,0.552
M025,2026-04-14 14:30:00,0.343,0.343,0.343,0.343
M025,2026-04-21 15:30:00,0.563,0.563,0.563,0.563
M025,2026-04-21 20:30:00,1.076,1.076,1.076,1.076
M025,2026-04-08 00:30:00,0.22,0.22,0.22,0.22
M025,2026-04-29 00:30:00,0.274,0.274,0.274,0.274
M025,2026-04-01 02:30:00,0.21,0.21,0.21,0.21
M025,2026-04-01 03:30:00,0.253,0.253,0.253,0.253
M025,2026-04-01 05:30:00,0.641,0.641,0.641,0.641
M025,2026-04-22 06:30:00,0.871,0.871,0.871,0.871
M025,2026-04-08 09:30:00,0.418,0.418,0.418,0.418
M025,2026-04-29 10:30:00,0.413,0.413,0.413,0.413
M025,2026-04-08 12:30:00,0.467,0.467,0.467,0.467
M025,2026-04-29 13:30:00,0.401,0.401,0.401,0.401
M025,2026-04-22 14:30:00,0.467,0.467,0.467,0.467
M025,2026-04-22 15:30:00,0.554,0.554,0.554,0.554
M025,2026-04-22 21:30:00,0.732,0.732,0.732,0.732
M025,2026-04-16 01:30:00,0.145,0.145,0.145,0.145
M025,2026-04-02 02:30:00,0.185,0.185,0.185,0.185
M025,2026-04-23 03:30:00,0.222,0.222,0.222,0.222
M025,2026-04-02 04:30:00,0.367,0.367,0.367,0.367
M025,2026-04-16 05:30:00,0.596,0.596,0.596,0.596
M025,2026-04-23 05:30:00,0.535,0.535,0.535,0.535
M025,2026-04-23 06:30:00,0.696,0.696,0.696,0.696
M025,2026-04-09 07:30:00,0.565,0.565,0.565,0.565
M025,2026-04-02 08:30:00,0.613,0.613,0.613,0.613
M025,2026-04-30 08:30:00,0.476,0.476,0.476,0.476
M025,2026-04-09 09:30:00,0.473,0.473,0.473,0.473
M025,2026-04-23 10:30:00,0.466,0.466,0.466,0.466
M025,2026-04-23 11:30:00,0.497,0.497,0.497,0.497
M025,2026-04-09 12:30:00,0.524,0.524,0.524,0.524
M025,2026-04-16 13:30:00,0.416,0.416,0.416,0.416
M025,2026-04-23 13:30:00,0.392,0.392,0.392,0.392
M025,2026-04-16 16:30:00,0.781,0.781,0.781,0.781
M025,2026-04-09 18:30:00,1.072,1.072,1.072,1.072
M025,2026-04-16 19:30:00,1.434,1.434,1.434,1.434
M025,2026-04-16 20:30:00,1.342,1.342,1.342,1.342
M025,2026-04-30 20:30:00,1.16,1.16,1.16,1.16
M025,2026-04-03 01:30:00,0.162,0.162,0.162,0.162
M025,2026-04-24 02:30:00,0.164,0.164,0.164,0.164
M025,2026-04-03 06:30:00,0.751,0.751,0.751,0.751
M025,2026-04-10 06:30:00,0.835,0.835,0.835,0.835
M025,2026-04-24 07:30:00,0.744,0.744,0.744,0.744
M025,2026-04-03 17:30:00,0.865,0.865,0.865,0.865
M025,2026-04-17 19:30:00,1.298,1.298,1.298,1.298
M025,2026-04-17 20:30:00,1.239,1.239,1.239,1.239
M025,2026-04-24 22:30:00,0.51,0.51,0.51,0.51
M025,2026-04-24 23:30:00,0.287,0.287,0.287,0.287
M025,2026-04-04 01:30:00,0.178,0.178,0.178,0.178
M025,2026-04-11 03:30:00,0.262,0.262,0.262,0.262
M025,2026-04-25 03:30:00,0.197,0.197,0.197,0.197
M025,2026-04-04 06:30:00,0.821,0.821,0.821,0.821
M025,2026-04-25 06:30:00,1.108,1.108,1.108,1.108
M025,2026-04-25 07:30:00,0.676,0.676,0.676,0.676
M025,2026-04-25 08:30:00,0.657,0.657,0.657,0.657
M025,2026-04-04 11:30:00,0.625,0.625,0.625,0.625
M025,2026-04-04 13:30:00,0.38,0.38,0.38,0.38
M025,2026-04-04 16:30:00,0.682,0.682,0.682,0.682
M025,2026-04-11 19:30:00,1.409,1.409,1.409,1.409
M025,2026-04-25 19:30:00,1.469,1.469,1.469,1.469
M025,2026-04-11 20:30:00,1.26,1.26,1.26,1.26
M035,2026-04-05 01:30:00,0.206,0.206,0.206,0.206
M035,2026-04-19 05:30:00,0.884,0.884,0.884,0.884
M035,2026-04-12 08:30:00,0.599,0.599,0.599,0.599
M035,2026-04-19 10:30:00,0.478,0.478,0.478,0.478
M035,2026-04-26 10:30:00,0.434,0.434,0.434,0.434
M035,2026-04-19 13:30:00,0.388,0.388,0.388,0.388
M035,2026-04-26 18:30:00,1.423,1.423,1.423,1.423
M035,2026-04-05 19:30:00,1.542,1.542,1.542,1.542
M035,2026-04-26 22:30:00,0.576,0.576,0.576,0.576
M035,2026-04-05 23:30:00,0.23,0.23,0.23,0.23
M035,2026-04-13 05:30:00,0.527,0.527,0.527,0.527
M035,2026-04-13 06:30:00,0.869,0.869,0.869,0.869
M035,2026-04-27 08:30:00,0.497,0.497,0.497,0.497
M035,2026-04-06 11:30:00,0.464,0.464,0.464,0.464
M035,2026-04-13 11:30:00,0.472,0.472,0.472,0.472
M035,2026-04-20 11:30:00,0.498,0.498,0.498,0.498
M035,2026-04-27 13:30:00,0.346,0.346,0.346,0.346
M035,2026-04-06 14:30:00,0.496,0.496,0.496,0.496
M035,2026-04-27 14:30:00,0.481,0.481,0.481,0.481
M035,2026-04-13 15:30:00,0.528,0.528,0.528,0.528
M035,2026-04-20 15:30:00,0.503,0.503,0.503,0.503
M035,2026-04-13 19:30:00,1.44,1.44,1.44,1.44
M035,2026-04-13 20:30:00,1.026,1.026,1.026,1.026
M035,2026-04-06 21:30:00,0.748,0.748,0.748,0.748
M035,2026-04-06 22:30:00,0.503,0.503,0.503,0.503
M035,2026-04-13 23:30:00,0.24,0.24,0.24,0.24
M035,2026-04-28 01:30:00,0.17,0.17,0.17,0.17
M035,2026-04-21 02:30:00,0.184,0.184,0.184,0.184
M035,2026-04-28 02:30:00,0.158,0.158,0.158,0.158
M035,2026-04-21 08:30:00,0.587,0.587,0.587,0.587
M035,2026-04-21 10:30:00,0.413,0.413,0.413,0.413
M035,2026-04-14 11:30:00,0.542,0.542,0.542,0.542
M035,2026-04-21 12:30:00,0.535,0.535,0.535,0.535
M035,2026-04-28 12:30:00,0.515,0.515,0.515,0.515
M035,2026-04-28 14:30:00,0.46,0.46,0.46,0.46
M035,2026-04-21 16:30:00,0.815,0.815,0.815,0.815
M035,2026-04-07 19:30:00,1.169,1.169,1.169,1.169
M035,2026-04-14 21:30:00,0.917,0.917,0.917,0.917
M035,2026-04-15 00:30:00,0.198,0.198,0.198,0.198
M035,2026-04-29 00:30:00,0.221,0.221,0.221,0.221
M035,2026-04-22 01:30:00,0.175,0.175,0.175,0.175
M035,2026-04-29 01:30:00,0.169,0.169,0.169,0.169
M035,2026-04-01 04:30:00,0.293,0.293,0.293,0.293
M035,2026-04-22 08:30:00,0.485,0.485,0.485,0.485
M035,2026-04-08 12:30:00,0.517,0.517,0.517,0.517
M035,2026-04-29 12:30:00,0.504,0.504,0.504,0.504
M035,2026-04-01 13:30:00,0.543,0.543,0.543,0.543
M035,2026-04-08 14:30:00,0.362,0.362,0.362,0.362
M035,2026-04-08 16:30:00,0.6,0.6,0.6,0.6
M035,2026-04-08 17:30:00,1.085,1.085,1.085,1.085
M035,2026-04-01 18:30:00,1.097,1.097,1.097,1.097
M035,2026-04-08 18:30:00,1.226,1.226,1.226,1.226
M035,2026-04-22 20:30:00,1.131,1.131,1.131,1.131
M035,2026-04-29 21:30:00,0.719,0.719,0.719,0.719
M035,2026-04-22 22:30:00,0.657,0.657,0.657,0.657
M035,2026-04-15 23:30:00,0.219,0.219,0.219,0.219
M035,2026-04-09 01:30:00,0.14,0.14,0.14,0.14
M035,2026-04-02 02:30:00,0.123,0.123,0.123,0.123
M035,2026-04-16 06:30:00,0.922,0.922,0.922,0.922
M035,2026-04-09 09:30:00,0.448,0.448,0.448,0.448
M035,2026-04-23 11:30:00,0.454,0.454,0.454,0.454
M035,2026-04-30 12:30:00,0.419,0.419,0.419,0.419
M035,2026-04-30 16:30:00,0.862,0.862,0.862,0.862
M035,2026-04-16 18:30:00,1.408,1.408,1.408,1.408
M035,2026-04-17 00:30:00,0.173,0.173,0.173,0.173
M035,2026-04-10 01:30:00,0.181,0.181,0.181,0.181
M035,2026-04-24 01:30:00,0.129,0.129,0.129,0.129
M035,2026-04-10 03:30:00,0.224,0.224,0.224,0.224
M035,2026-04-03 06:30:00,0.866,0.866,0.866,0.866
M035,2026-04-17 08:30:00,0.515,0.515,0.515,0.515
M035,2026-04-24 15:30:00,0.467,0.467,0.467,0.467
M035,2026-04-10 17:30:00,0.98,0.98,0.98,0.98
M035,2026-04-03 20:30:00,1.01,1.01,1.01,1.01
M035,2026-04-17 23:30:00,0.318,0.318,0.318,0.318
M035,2026-04-04 00:30:00,0.271,0.271,0.271,0.271
M035,2026-04-18 05:30:00,0.776,0.776,0.776,0.776
M035,2026-04-11 06:30:00,0.803,0.803,0.803,0.803
M035,2026-04-18 06:30:00,0.867,0.867,0.867,0.867
M035,2026-04-04 07:30:00,0.738,0.738,0.738,0.738
M035,2026-04-11 08:30:00,0.626,0.626,0.626,0.626
M035,2026-04-18 11:30:00,0.695,0.695,0.695,0.695
M035,2026-04-11 15:30:00,0.526,0.526,0.526,0.526
M035,2026-04-18 21:30:00,0.87,0.87,0.87,0.87
M014,2026-04-18 23:30:00,0.225,0.225,0.225,0.225
M014,2026-04-12 01:30:00,0.129,0.129,0.129,0.129
M014,2026-04-26 02:30:00,0.216,0.216,0.216,0.216
M014,2026-04-05 04:30:00,0.395,0.395,0.395,0.395
M014,2026-04-19 06:30:00,0.734,0.734,0.734,0.734
M014,2026-04-12 07:30:00,0.782,0.782,0.782,0.782
M014,2026-04-05 08:30:00,0.702,0.702,0.702,0.702
M014,2026-04-05 09:30:00,0.468,0.468,0.468,0.468
M014,2026-04-12 09:30:00,0.51,0.51,0.51,0.51
M014,2026-04-12 10:30:00,0.479,0.479,0.479,0.479
M014,2026-04-26 10:30:00,0.541,0.541,0.541,0.541
M014,2026-04-19 13:30:00,0.457,0.457,0.457,0.457
M014,2026-04-26 18:30:00,1.174,1.174,1.174,1.174
M014,2026-04-19 20:30:00,1.263,1.263,1.263,1.263
M014,2026-04-05 21:30:00,1.129,1.129,1.129,1.129
M014,2026-04-26 22:30:00,0.479,0.479,0.479,0.479
M014,2026-04-20 01:30:00,0.161,0.161,0.161,0.161
M014,2026-04-20 02:30:00,0.145,0.145,0.145,0.145
M014,2026-04-27 04:30:00,0.388,0.388,0.388,0.388
M014,2026-04-27 05:30:00,0.613,0.613,0.613,0.613
M014,2026-04-06 06:30:00,0.664,0.664,0.664,0.664
M014,2026-04-13 07:30:00,0.63,0.63,0.63,0.63
M014,2026-04-20 09:30:00,0.349,0.349,0.349,0.349
M014,2026-04-20 12:30:00,0.477,0.477,0.477,0.477
M014,2026-04-20 13:30:00,0.399,0.399,0.399,0.399
M014,2026-04-06 17:30:00,1.035,1.035,1.035,1.035
M014,2026-04-13 19:30:00,1.348,1.348,1.348,1.348
M014,2026-04-20 20:30:00,1.034,1.034,1.034,1.034
M014,2026-04-27 21:30:00,1.092,1.092,1.092,1.092
M014,2026-04-20 22:30:00,0.445,0.445,0.445,0.445
M014,2026-04-06 23:30:00,0.25,0.25,0.25,0.25
M014,2026-04-28 00:30:00,0.228,0.228,0.228,0.228
M014,2026-04-07 01:30:00,0.161,0.161,0.161,0.161
M014,2026-04-07 05:30:00,0.605,0.605,0.605,0.605
M014,2026-04-07 06:30:00,0.605,0.605,0.605,0.605
M014,2026-04-28 11:30:00,0.485,0.485,0.485,0.485
M014,2026-04-21 12:30:00,0.534,0.534,0.534,0.534
M014,2026-04-29 01:30:00,0.152,0.152,0.152,0.152
M014,2026-04-15 02:30:00,0.201,0.201,0.201,0.201
M014,2026-04-22 03:30:00,0.219,0.219,0.219,0.219
M014,2026-04-22 05:30:00,0.528,0.528,0.528,0.528
M014,2026-04-22 06:30:00,0.771,0.771,0.771,0.771
M014,2026-04-22 13:30:00,0.372,0.372,0.372,0.372
M014,2026-04-29 15:30:00,0.455,0.455,0.455,0.455
M014,2026-04-01 18:30:00,1.202,1.202,1.202,1.202
M014,2026-04-22 21:30:00,0.698,0.698,0.698,0.698
M014,2026-04-08 22:30:00,0.474,0.474,0.474,0.474
M014,2026-04-02 02:30:00,0.153,0.153,0.153,0.153
M014,2026-04-02 03:30:00,0.218,0.218,0.218,0.218
M014,2026-04-16 06:30:00,0.861,0.861,0.861,0.861
M014,2026-04-23 07:30:00,0.657,0.657,0.657,0.657
M014,2026-04-02 08:30:00,0.558,0.558,0.558,0.558
M014,2026-04-23 12:30:00,0.515,0.515,0.515,0.515
M014,2026-04-16 14:30:00,0.342,0.342,0.342,0.342
M014,2026-04-30 16:30:00,0.527,0.527,0.527,0.527
M014,2026-04-02 17:30:00,0.858,0.858,0.858,0.858
M014,2026-04-30 18:30:00,0.815,0.815,0.815,0.815
M014,2026-04-23 19:30:00,1.065,1.065,1.065,1.065
M014,2026-04-23 20:30:00,1.052,1.052,1.052,1.052
M014,2026-04-30 20:30:00,1.282,1.282,1.282,1.282
M014,2026-04-02 21:30:00,0.729,0.729,0.729,0.729
M014,2026-04-23 22:30:00,0.382,0.382,0.382,0.382
M014,2026-04-17 00:30:00,0.231,0.231,0.231,0.231
M014,2026-04-17 01:30:00,0.134,0.134,0.134,0.134
M014,2026-04-10 07:30:00,0.712,0.712,0.712,0.712
M014,2026-04-24 08:30:00,0.619,0.619,0.619,0.619
M014,2026-04-24 09:30:00,0.37,0.37,0.37,0.37
M014,2026-04-03 13:30:00,0.405,0.405,0.405,0.405
M014,2026-04-10 15:30:00,0.528,0.528,0.528,0.528
M014,2026-04-03 16:30:00,0.828,0.828,0.828,0.828
M014,2026-04-10 16:30:00,0.664,0.664,0.664,0.664
M014,2026-04-10 17:30:00,0.872,0.872,0.872,0.872
M014,2026-04-17 17:30:00,0.895,0.895,0.895,0.895
M014,2026-04-24 18:30:00,1.257,1.257,1.257,1.257
M014,2026-04-03 21:30:00,0.671,0.671,0.671,0.671
M014,2026-04-03 22:30:00,0.368,0.368,0.368,0.368
M014,2026-04-04 03:30:00,0.214,0.214,0.214,0.214
M014,2026-04-18 06:30:00,0.888,0.888,0.888,0.888
M014,2026-04-18 09:30:00,0.385,0.385,0.385,0.385
M014,2026-04-18 12:30:00,0.56,0.56,0.56,0.56
M014,2026-04-04 13:30:00,0.43,0.43,0.43,0.43
M014,2026-04-11 13:30:00,0.553,0.553,0.553,0.553
M014,2026-04-11 17:30:00,0.879,0.879,0.879,0.879
M014,2026-04-18 17:30:00,1.084,1.084,1.084,1.084
M014,2026-04-11 20:30:00,1.277,1.277,1.277,1.277
M014,2026-04-04 22:30:00,0.518,0.518,0.518,0.518
M014,2026-04-25 22:30:00,0.378,0.378,0.378,0.378
M039,2026-04-12 01:30:00,0.186,0.186,0.186,0.186
M039,2026-04-12 03:30:00,0.283,0.283,0.283,0.283
M039,2026-04-19 09:30:00,0.445,0.445,0.445,0.445
M039,2026-04-12 14:30:00,0.459,0.459,0.459,0.459
M039,2026-04-19 17:30:00,0.882,0.882,0.882,0.882
M039,2026-04-05 19:30:00,1.402,1.402,1.402,1.402
M039,2026-04-19 22:30:00,0.389,0.389,0.389,0.389
M039,2026-04-26 22:30:00,0.374,0.374,0.374,0.374
M039,2026-04-13 00:30:00,0.204,0.204,0.204,0.204
M039,2026-04-06 02:30:00,0.19,0.19,0.19,0.19
M039,2026-04-13 03:30:00,0.166,0.166,0.166,0.166
M039,2026-04-20 03:30:00,0.223,0.223,0.223,0.223
M039,2026-04-27 08:30:00,0.371,0.371,0.371,0.371
M039,2026-04-20 10:30:00,0.373,0.373,0.373,0.373
M039,2026-04-13 11:30:00,0.532,0.532,0.532,0.532
M039,2026-04-06 13:30:00,0.422,0.422,0.422,0.422
M039,2026-04-27 13:30:00,0.378,0.378,0.378,0.378
M039,2026-04-20 18:30:00,1.243,1.243,1.243,1.243
M039,2026-04-27 18:30:00,1.165,1.165,1.165,1.165
M039,2026-04-27 22:30:00,0.409,0.409,0.409,0.409
M039,2026-04-13 23:30:00,0.2,0.2,0.2,0.2
M039,2026-04-14 00:30:00,0.199,0.199,0.199,0.199
M039,2026-04-21 01:30:00,0.154,0.154,0.154,0.154
M039,2026-04-21 03:30:00,0.192,0.192,0.192,0.192
M039,2026-04-07 07:30:00,0.656,0.656,0.656,0.656
M039,2026-04-14 14:30:00,0.443,0.443,0.443,0.443
M039,2026-04-14 15:30:00,0.448,0.448,0.448,0.448
M039,2026-04-21 20:30:00,1.145,1.145,1.145,1.145
M039,2026-03-31 23:30:00,0.227,0.227,0.227,0.227
M039,2026-04-07 23:30:00,0.213,0.213,0.213,0.213
M039,2026-04-21 23:30:00,0.287,0.287,0.287,0.287
M039,2026-04-01 00:30:00,0.226,0.226,0.226,0.226
M039,2026-04-22 01:30:00,0.201,0.201,0.201,0.201
M039,2026-04-29 01:30:00,0.158,0.158,0.158,0.158
M039,2026-04-01 03:30:00,0.2,0.2,0.2,0.2
M039,2026-04-08 04:30:00,0.289,0.289,0.289,0.289
M039,2026-04-08 07:30:00,0.625,0.625,0.625,0.625
M039,2026-04-22 07:30:00,0.602,0.602,0.602,0.602
M039,2026-04-15 16:30:00,0.67,0.67,0.67,0.67
M039,2026-04-08 18:30:00,1.21,1.21,1.21,1.21
M039,2026-04-29 18:30:00,1.334,1.334,1.334,1.334
M039,2026-04-22 21:30:00,0.785,0.785,0.785,0.785
M039,2026-04-09 01:30:00,0.143,0.143,0.143,0.143
M039,2026-04-30 02:30:00,0.156,0.156,0.156,0.156
M039,2026-04-09 03:30:00,0.215,0.215,0.215,0.215
M039,2026-04-23 03:30:00,0.227,0.227,0.227,0.227
M039,2026-04-30 04:30:00,0.334,0.334,0.334,0.334
M039,2026-04-09 05:30:00,0.615,0.615,0.615,0.615
M039,2026-04-16 05:30:00,0.471,0.471,0.471,0.471
M039,2026-04-23 07:30:00,0.608,0.608,0.608,0.608
M039,2026-04-02 08:30:00,0.592,0.592,0.592,0.592
M039,2026-04-09 09:30:00,0.438,0.438,0.438,0.438
M039,2026-04-30 10:30:00,0.357,0.357,0.357,0.357
M039,2026-04-02 11:30:00,0.541,0.541,0.541,0.541
M039,2026-04-02 13:30:00,0.409,0.409,0.409,0.409
M039,2026-04-09 14:30:00,0.396,0.396,0.396,0.396
M039,2026-04-09 17:30:00,0.939,0.939,0.939,0.939
M039,2026-04-30 17:30:00,0.847,0.847,0.847,0.847
M039,2026-04-30 20:30:00,1.116,1.116,1.116,1.116
M039,2026-04-16 21:30:00,0.883,0.883,0.883,0.883
M039,2026-04-23 23:30:00,0.286,0.286,0.286,0.286
M039,2026-04-17 00:30:00,0.192,0.192,0.192,0.192
M039,2026-04-24 00:30:00,0.178,0.178,0.178,0.178
M039,2026-04-03 02:30:00,0.165,0.165,0.165,0.165
M039,2026-04-17 03:30:00,0.23,0.23,0.23,0.23
M039,2026-04-24 05:30:00,0.544,0.544,0.544,0.544
M039,2026-04-03 07:30:00,0.544,0.544,0.544,0.544
M039,2026-04-17 11:30:00,0.507,0.507,0.507,0.507
M039,2026-04-24 17:30:00,0.978,0.978,0.978,0.978
M039,2026-04-17 21:30:00,0.723,0.723,0.723,0.723
M039,2026-04-10 23:30:00,0.264,0.264,0.264,0.264
M039,2026-04-04 02:30:00,0.154,0.154,0.154,0.154
M039,2026-04-11 03:30:00,0.218,0.218,0.218,0.218
M039,2026-04-18 03:30:00,0.227,0.227,0.227,0.227
M039,2026-04-11 07:30:00,0.852,0.852,0.852,0.852
M039,2026-04-11 10:30:00,0.449,0.449,0.449,0.449
M039,2026-04-18 10:30:00,0.496,0.496,0.496,0.496
M039,2026-04-18 11:30:00,0.554,0.554,0.554,0.554
M039,2026-04-11 14:30:00,0.589,0.589,0.589,0.589
M039,2026-04-11 16:30:00,0.724,0.724,0.724,0.724
M039,2026-04-11 19:30:00,1.336,1.336,1.336,1.336
M039,2026-04-11 20:30:00,1.237,1.237,1.237,1.237
M039,2026-04-25 20:30:00,1.491,1.491,1.491,1.491
M011,2026-04-04 23:30:00,0.238,0.238,0.238,0.238
M011,2026-04-18 23:30:00,0.233,0.233,0.233,0.233
M011,2026-04-19 00:30:00,0.192,0.192,0.192,0.192
M011,2026-04-19 01:30:00,0.182,0.182,0.182,0.182
M011,2026-04-26 01:30:00,0.16,0.16,0.16,0.16
M011,2026-04-05 03:30:00,0.208,0.208,0.208,0.208
M011,2026-04-05 06:30:00,0.723,0.723,0.723,0.723
M011,2026-04-12 07:30:00,0.602,0.602,0.602,0.602
M011,2026-04-19 07:30:00,0.624,0.624,0.624,0.624
M011,2026-04-05 08:30:00,0.463,0.463,0.463,0.463
M011,2026-04-26 08:30:00,0.511,0.511,0.511,0.511
M011,2026-04-12 10:30:00,0.438,0.438,0.438,0.438
M011,2026-04-26 10:30:00,0.362,0.362,0.362,0.362
M011,2026-04-26 11:30:00,0.432,0.432,0.432,0.432
M011,2026-04-26 13:30:00,0.377,0.377,0.377,0.377
M011,2026-04-26 18:30:00,1.331,1.331,1.331,1.331
M011,2026-04-12 19:30:00,1.164,1.164,1.164,1.164
M011,2026-04-12 20:30:00,1.102,1.102,1.102,1.102
M011,2026-04-19 20:30:00,1.051,1.051,1.051,1.051
M011,2026-04-05 21:30:00,0.651,0.651,0.651,0.651
M011,2026-04-19 21:30:00,0.789,0.789,0.789,0.789
M011,2026-04-26 21:30:00,0.747,0.747,0.747,0.747
M011,2026-04-12 23:30:00,0.207,0.207,0.207,0.207
M011,2026-04-06 04:30:00,0.331,0.331,0.331,0.331
M011,2026-04-20 06:30:00,0.571,0.571,0.571,0.571
M011,2026-04-06 07:30:00,0.496,0.496,0.496,0.496
M011,2026-04-27 10:30:00,0.304,0.304,0.304,0.304
M011,2026-04-13 14:30:00,0.352,0.352,0.352,0.352
M011,2026-04-27 15:30:00,0.426,0.426,0.426,0.426
M011,2026-04-27 19:30:00,1.18,1.18,1.18,1.18
M011,2026-04-27 20:30:00,1.031,1.031,1.031,1.031
M011,2026-04-13 21:30:00,0.712,0.712,0.712,0.712
M011,2026-04-27 22:30:00,0.371,0.371,0.371,0.371
M011,2026-04-28 00:30:00,0.19,0.19,0.19,0.19
M011,2026-04-07 01:30:00,0.164,0.164,0.164,0.164
M011,2026-04-28 02:30:00,0.163,0.163,0.163,0.163
M011,2026-04-07 03:30:00,0.188,0.188,0.188,0.188
M011,2026-04-14 03:30:00,0.194,0.194,0.194,0.194
M011,2026-04-07 05:30:00,0.577,0.577,0.577,0.577
M011,2026-04-21 09:30:00,0.365,0.365,0.365,0.365
M011,2026-04-14 11:30:00,0.398,0.398,0.398,0.398
M011,2026-04-28 14:30:00,0.311,0.311,0.311,0.311
M011,2026-04-21 16:30:00,0.647,0.647,0.647,0.647
M011,2026-04-14 18:30:00,0.914,0.914,0.914,0.914
M011,2026-04-21 18:30:00,1.069,1.069,1.069,1.069
M011,2026-04-28 20:30:00,0.914,0.914,0.914,0.914
M011,2026-04-14 21:30:00,0.67,0.67,0.67,0.67
M011,2026-04-21 21:30:00,0.452,0.452,0.452,0.452
M011,2026-04-21 23:30:00,0.215,0.215,0.215,0.215
M011,2026-04-28 23:30:00,0.212,0.212,0.212,0.212
M011,2026-04-01 00:30:00,0.193,0.193,0.193,0.193
M011,2026-04-08 00:30:00,0.191,0.191,0.191,0.191
M011,2026-04-22 00:30:00,0.168,0.168,0.168,0.168
M011,2026-04-29 00:30:00,0.165,0.165,0.165,0.165
M011,2026-04-22 01:30:00,0.172,0.172,0.172,0.172
M011,2026-04-15 02:30:00,0.138,0.138,0.138,0.138
M011,2026-04-29 02:30:00,0.154,0.154,0.154,0.154
M011,2026-04-01 03:30:00,0.166,0.166,0.166,0.166
M011,2026-04-22 03:30:00,0.165,0.165,0.165,0.165
M011,2026-04-29 03:30:00,0.168,0.168,0.168,0.168
M011,2026-04-15 04:30:00,0.27,0.27,0.27,0.27
M011,2026-04-29 05:30:00,0.447,0.447,0.447,0.447
M011,2026-04-29 06:30:00,0.696,0.696,0.696,0.696
M011,2026-04-08 07:30:00,0.494,0.494,0.494,0.494
M011,2026-04-15 07:30:00,0.472,0.472,0.472,0.472
M011,2026-04-29 07:30:00,0.527,0.527,0.527,0.527
M011,2026-04-01 11:30:00,0.434,0.434,0.434,0.434
M011,2026-04-29 11:30:00,0.366,0.366,0.366,0.366
M011,2026-04-15 12:30:00,0.449,0.449,0.449,0.449
M011,2026-04-01 13:30:00,0.314,0.314,0.314,0.314
M011,2026-04-01 14:30:00,0.291,0.291,0.291,0.291
M011,2026-04-29 15:30:00,0.354,0.354,0.354,0.354
M011,2026-04-08 16:30:00,0.556,0.556,0.556,0.556
M011,2026-04-01 18:30:00,0.888,0.888,0.888,0.888
M011,2026-04-29 20:30:00,0.855,0.855,0.855,0.855
M011,2026-04-30 01:30:00,0.138,0.138,0.138,0.138
M011,2026-04-09 03:30:00,0.142,0.142,0.142,0.142
M011,2026-04-23 03:30:00,0.157,0.157,0.157,0.157
M011,2026-04-16 04:30:00,0.234,0.234,0.234,0.234
M011,2026-04-30 05:30:00,0.56,0.56,0.56,0.56
M011,2026-04-23 06:30:00,0.563,0.563,0.563,0.563
M011,2026-04-23 07:30:00,0.64,0.64,0.64,0.64
M011,2026-04-02 08:30:00,0.39,0.39,0.39,0.39
M011,2026-04-16 08:30:00,0.453,0.453,0.453,0.453
M011,2026-04-16 10:30:00,0.381,0.381,0.381,0.381
M011,2026-04-30 11:30:00,0.367,0.367,0.367,0.367
M011,2026-04-09 14:30:00,0.329,0.329,0.329,0.329
M011,2026-04-02 17:30:00,0.818,0.818,0.818,0.818
M011,2026-04-09 17:30:00,0.855,0.855,0.855,0.855
M011,2026-04-09 18:30:00,0.883,0.883,0.883,0.883
M011,2026-04-23 18:30:00,1.066,1.066,1.066,1.066
M011,2026-04-16 19:30:00,1.201,1.201,1.201,1.201
M011,2026-04-23 20:30:00,0.792,0.792,0.792,0.792
M011,2026-04-16 23:30:00,0.241,0.241,0.241,0.241
M011,2026-04-10 00:30:00,0.161,0.161,0.161,0.161
M011,2026-04-10 02:30:00,0.12,0.12,0.12,0.12
M011,2026-04-17 03:30:00,0.152,0.152,0.152,0.152
M011,2026-04-24 03:30:00,0.188,0.188,0.188,0.188
M011,2026-04-17 07:30:00,0.575,0.575,0.575,0.575
M011,2026-04-17 08:30:00,0.404,0.404,0.404,0.404
M011,2026-04-03 11:30:00,0.429,0.429,0.429,0.429
M011,2026-04-17 13:30:00,0.337,0.337,0.337,0.337
M011,2026-04-24 15:30:00,0.438,0.438,0.438,0.438
